SEASON_END_YEAR,TEAM_ABBREVIATION,PLAYERS,TOTAL_MINUTES,TOTAL_GAMES_PLAYER_SUM,AVG_AGE,TOTAL_RAPTOR_WAR,Raptor_O,Raptor_D,RaptorPLUS_MINUS,TSPCT,USGPCT,ASTPCT,TOVPCT,ORBPCT,DRBPCT,TRBPCT,STLPCT,BLKPCT,ORtg,DRtg,2PPCT,3PPCT,FTPCT,3PAr,FTAr,Pace_PLUS_MINUS
2018,MIA,19,19929,803,26.421,28.35,-0.362,0.396,0.034,55.107,19.882,14.778,12.453,4.3,15.798,10.035,1.565,1.86,107.845,106.508,50.168,37.373,75.724,36.231,23.231,-0.199
2018,MIL,24,19831,869,26.0,27.38,0.261,-0.326,-0.053,56.276,19.87,15.124,12.273,4.086,15.178,9.646,1.81,1.914,110.083,110.199,51.314,31.89,77.62,33.057,26.522,-0.004
2018,MIN,16,19805,821,27.0,34.63,1.115,-0.401,0.699,56.786,19.873,13.807,10.965,4.875,15.262,10.027,1.727,1.546,114.584,111.189,51.911,33.443,79.984,25.873,27.592,-0.397
2018,NOP,23,19954,825,28.087,31.75,0.215,0.096,0.336,56.624,19.922,15.764,12.77,4.008,15.339,9.88,1.586,1.93,109.82,108.487,53.311,34.052,72.829,34.902,20.889,0.412
2018,NYK,21,19832,904,25.857,19.76,-0.344,-0.454,-0.788,54.047,19.905,14.287,13.256,4.806,15.349,10.099,1.372,1.829,106.792,111.06,49.005,30.881,79.02,27.577,21.431,-0.043
2018,OKC,17,19831,886,26.706,37.42,0.557,0.37,0.913,54.874,19.899,14.416,11.328,5.561,15.471,10.328,1.864,1.874,112.335,107.401,50.442,29.139,70.567,36.305,27.028,0.074
2018,ORL,19,19730,887,25.263,14.91,-0.79,-0.493,-1.276,54.335,19.9,15.258,13.019,4.009,15.13,9.519,1.546,1.628,105.15,110.383,49.785,30.795,75.996,32.522,25.095,0.0
2018,PHI,23,19781,837,25.304,40.6,0.207,1.036,1.267,56.695,19.894,16.817,14.111,5.055,15.708,10.577,1.667,1.75,110.794,104.956,51.951,30.319,76.444,34.13,25.114,0.503
2018,PHO,22,19703,859,24.364,5.69,-1.208,-0.97,-2.187,53.713,19.888,13.939,13.939,4.484,15.291,9.806,1.39,1.5,104.244,113.104,48.587,28.217,74.776,33.504,28.146,0.335
2018,POR,16,19753,876,24.125,34.7,0.175,0.513,0.677,54.722,19.915,12.924,12.164,4.67,15.824,10.278,1.431,1.747,109.137,106.633,49.18,29.721,77.963,32.255,23.202,-0.212
2018,SAC,18,19755,865,25.778,10.11,-1.081,-0.654,-1.733,52.971,19.906,13.986,12.157,4.305,15.512,9.658,1.636,1.623,104.116,111.458,47.845,32.648,73.615,28.588,19.582,-0.344
2018,SAS,17,19730,956,28.059,34.89,-0.172,0.903,0.73,54.157,19.923,14.558,12.189,4.742,15.725,10.195,1.611,1.933,107.837,104.968,49.487,32.209,76.263,30.092,24.326,-0.196
2018,TOR,18,19831,930,24.833,46.17,1.2,0.62,1.816,57.871,19.891,14.85,11.857,4.618,15.543,10.188,1.555,2.01,114.227,106.062,53.928,35.901,77.377,37.699,23.962,-0.136
2018,UTA,21,19757,863,26.238,38.92,-0.058,1.178,1.109,56.906,19.878,14.706,13.301,4.311,15.966,10.202,1.812,1.8,110.296,104.016,51.234,30.173,78.451,33.961,27.588,-0.019
2018,WAS,15,19857,866,27.133,29.42,0.143,0.01,0.153,56.184,19.896,15.855,13.162,4.697,15.435,10.07,1.621,1.569,110.494,108.837,50.779,31.746,77.277,29.253,25.912,0.024
2019,ATL,22,19853,925,25.136,13.18,-0.655,-0.815,-1.463,55.309,19.93,15.793,13.784,4.939,15.289,9.995,1.577,1.825,108.214,114.026,50.693,34.316,73.92,41.056,24.535,0.805
2019,BOS,17,19782,885,25.588,37.7,0.354,0.624,0.98,56.758,19.918,15.91,11.383,4.328,15.38,9.856,1.694,1.963,112.836,107.915,52.494,35.768,79.962,38.763,21.946,0.03
2019,BRK,19,19980,857,25.316,27.39,-0.172,0.099,-0.064,56.214,19.875,15.564,12.44,4.753,15.283,10.058,1.294,1.33,111.137,109.954,50.986,29.718,74.783,39.424,30.154,0.079
2019,CHA,17,19831,888,25.765,24.31,0.189,-0.515,-0.339,55.646,19.911,14.876,10.611,4.358,15.425,9.779,1.451,1.774,112.091,112.76,50.829,33.115,79.754,36.99,25.896,-0.221
2019,CHI,22,19904,846,23.773,6.8,-1.222,-0.857,-2.075,54.04,19.873,13.811,12.174,3.88,15.46,9.608,1.462,1.524,105.56,113.482,49.469,31.607,78.042,30.206,23.238,-0.257
2019,CLE,27,19753,845,26.222,3.4,-0.744,-1.655,-2.404,54.102,19.844,13.371,11.67,4.736,15.41,9.832,1.341,0.861,108.849,117.736,48.424,31.296,78.731,32.795,24.123,-0.555
2019,DAL,21,19781,890,27.19,25.29,-0.238,-0.014,-0.251,56.262,19.886,15.456,12.15,4.537,15.493,10.054,1.297,1.506,110.998,110.952,52.971,31.155,74.415,41.006,30.007,0.058
2019,DEN,18,19731,871,24.944,37.93,0.549,0.484,1.034,55.984,19.884,16.777,11.248,5.313,15.595,10.443,1.566,1.626,113.734,109.174,52.84,33.665,76.103,35.181,23.824,-0.209
2019,DET,20,19855,896,26.45,26.37,-0.258,0.123,-0.15,53.695,19.835,14.768,11.527,4.967,15.724,10.164,1.412,1.398,109.318,109.345,49.152,29.274,77.242,39.375,25.499,-0.393
2019,GSW,17,19805,928,27.412,44.13,1.19,0.372,1.575,58.791,19.926,16.905,13.036,4.502,15.412,10.188,1.505,2.213,116.946,109.608,56.057,30.203,75.193,35.22,22.936,0.293
2019,HOU,23,19833,786,27.391,41.47,1.233,0.114,1.347,57.242,19.882,14.516,10.6,4.582,14.882,9.617,1.734,1.743,115.834,110.947,53.688,30.526,74.545,52.549,24.706,-0.055
2019,IND,17,19705,876,25.529,34.79,-0.041,0.749,0.731,55.945,19.934,15.637,12.017,4.383,15.237,9.937,1.767,1.825,110.259,106.813,51.098,38.032,74.463,29.209,23.583,-0.128
2019,LAC,22,19830,942,27.136,30.81,0.408,-0.118,0.289,56.68,19.869,14.741,12.43,4.39,15.206,9.962,1.342,1.526,111.74,111.697,48.605,32.031,77.729,31.695,30.759,0.171
2019,LAL,22,19781,872,25.955,24.65,-0.491,0.167,-0.318,55.045,19.925,15.3,13.277,4.452,15.281,9.967,1.442,1.817,107.535,109.827,52.898,28.439,68.908,34.722,25.95,0.376
2019,MEM,28,19881,849,26.893,23.7,-0.881,0.477,-0.411,54.439,19.864,15.997,12.409,4.009,15.516,9.674,1.715,2.117,105.91,109.036,49.875,31.757,76.7,34.441,26.377,-0.413
2019,MIA,18,19729,812,27.333,27.02,-0.585,0.543,-0.063,54.506,19.877,15.442,12.642,4.961,15.54,10.231,1.532,2.039,108.15,107.834,50.76,31.496,70.065,36.746,25.519,-0.107
2019,MIL,24,19779,882,26.542,47.83,0.829,1.141,1.982,57.629,19.894,15.615,11.031,4.152,16.073,10.475,1.445,2.072,114.135,105.324,55.841,34.815,78.377,44.487,23.262,0.228
2019,MIN,21,19829,851,26.905,24.9,0.216,-0.501,-0.295,54.756,19.907,14.911,10.801,4.93,14.981,9.894,1.651,1.773,111.478,113.173,49.526,34.415,77.672,33.454,26.306,-0.125
2019,NOP,20,19756,845,25.85,24.51,0.187,-0.503,-0.317,55.462,19.934,15.655,12.556,4.829,15.345,10.16,1.44,1.812,110.236,112.835,51.588,33.204,75.214,35.537,22.995,0.373
2019,NYK,23,19781,851,24.739,5.31,-1.36,-0.87,-2.223,53.429,19.873,13.308,11.901,4.431,15.227,9.695,1.369,1.795,105.968,113.78,47.752,30.5,75.437,32.539,27.879,-0.144
2019,OKC,18,19854,861,25.111,36.74,0.089,0.741,0.833,54.845,19.956,14.443,10.935,5.198,15.638,10.232,1.794,1.805,111.586,107.127,51.448,27.816,71.124,34.959,25.364,0.6
2019,ORL,17,19779,861,24.941,29.5,-0.254,0.445,0.153,54.841,19.892,15.906,11.795,4.384,15.967,10.088,1.344,1.881,109.294,108.344,50.133,33.795,78.054,36.264,23.199,-0.19
2019,PHI,26,19804,834,25.846,34.37,0.428,0.214,0.654,57.042,19.932,16.508,12.623,4.903,15.713,10.469,1.45,1.711,112.965,109.976,52.357,30.482,76.207,35.993,28.628,0.145
2019,PHO,24,19883,833,25.458,6.28,-1.048,-1.079,-2.12,54.565,19.918,15.07,13.426,4.097,14.503,9.22,1.756,1.753,105.843,115.226,51.7,26.663,76.804,35.772,25.353,0.236
2019,POR,18,19857,891,24.556,39.26,0.984,0.14,1.103,56.725,19.914,13.96,11.8,5.309,15.565,10.562,1.312,1.675,114.82,110.62,52.631,31.916,79.968,34.057,25.262,-0.186
2019,SAC,20,19732,878,24.8,25.39,-0.003,-0.229,-0.242,55.216,19.901,14.799,10.892,4.614,15.083,9.73,1.592,1.584,111.261,111.617,50.1,35.703,74.489,32.159,24.415,0.313
2019,SAS,16,19805,906,27.688,32.41,0.512,-0.049,0.467,57.697,19.941,14.702,10.856,4.221,15.875,10.096,1.239,1.644,114.478,111.226,51.045,31.425,82.077,31.545,22.993,-0.391
2019,TOR,22,19878,892,27.091,42.45,0.748,0.681,1.431,57.676,19.896,14.957,12.147,4.387,15.432,10.048,1.657,1.834,113.421,107.191,52.309,35.352,79.938,40.305,23.415,0.015
2019,UTA,18,19755,922,26.833,41.23,0.174,1.153,1.336,57.908,19.926,16.139,13.363,4.579,16.047,10.425,1.601,1.931,112.265,105.797,53.997,29.273,74.544,39.137,30.192,0.261
2019,WAS,25,19932,826,26.6,19.59,0.058,-0.903,-0.839,56.569,19.923,15.782,12.021,4.251,14.816,9.463,1.624,1.602,111.437,114.167,53.564,33.348,76.292,37.059,27.034,0.253
2020,ATL,21,16277,733,25.762,7.25,-0.798,-1.076,-1.906,54.73,19.915,15.317,13.252,4.315,14.999,9.583,1.504,1.752,,,,,,38.721,24.663,0.421
2020,BOS,17,17431,809,24.588,37.59,0.683,0.79,1.488,56.828,19.883,14.065,11.907,4.78,15.473,10.2,1.646,2.168,,,,,,37.882,26.045,-0.059
2020,BRK,24,17479,763,26.167,24.23,-0.198,0.163,-0.027,56.101,19.885,15.681,12.744,4.634,15.568,10.205,1.247,1.552,,,,,,41.049,27.427,0.133
2020,CHA,16,15749,646,24.938,8.21,-1.024,-0.704,-1.739,53.738,19.869,16.089,12.788,4.776,14.862,9.632,1.37,1.559,,,,,,39.018,25.771,-0.347
2020,CHI,17,15677,691,24.176,14.47,-0.968,0.017,-0.94,54.964,19.854,14.759,13.359,4.569,15.108,9.591,2.008,1.615,,,,,,37.462,24.011,0.206
2020,CLE,21,15726,663,24.619,5.91,-0.789,-1.205,-2.003,54.969,19.87,14.256,14.165,4.915,15.508,10.16,1.386,1.152,,,,,,36.667,22.379,-0.082
2020,DAL,19,18176,796,26.895,37.64,1.351,-0.043,1.302,58.304,19.909,15.479,10.503,4.636,15.529,10.159,1.21,1.714,,,,,,45.938,24.951,-0.179
2020,DEN,21,17744,775,24.762,30.18,0.57,0.03,0.605,56.466,19.883,16.325,11.449,4.976,15.354,10.171,1.64,1.746,,,,,,34.62,23.883,-0.267
2020,DET,22,15964,688,25.455,13.49,-0.408,-0.664,-1.102,56.209,19.876,15.695,12.865,4.517,15.176,9.785,1.517,1.566,,,,,,40.456,25.987,-0.261
2020,GSW,22,15724,648,24.591,5.2,-1.425,-0.692,-2.114,53.802,19.893,16.723,12.889,4.323,15.27,9.594,1.626,1.711,,,,,,34.05,26.242,0.156
2020,HOU,21,17381,692,28.762,31.65,0.629,0.189,0.836,57.531,19.917,14.538,11.742,4.201,15.111,9.611,1.651,1.813,,,,,,53.323,25.107,0.474
2020,IND,17,17620,764,24.882,29.48,-0.015,0.543,0.533,56.403,19.883,15.413,11.47,3.999,15.35,9.722,1.492,1.879,,,,,,32.649,21.236,-0.262
2020,LAC,20,17380,827,26.7,39.82,0.827,0.921,1.735,57.321,19.872,14.805,12.292,4.704,15.522,10.257,1.394,1.708,,,,,,40.68,27.102,0.168
2020,LAL,20,17089,796,28.1,37.94,0.555,1.024,1.588,57.217,19.908,15.821,12.87,4.911,15.797,10.39,1.689,2.457,,,,,,36.69,27.158,0.258
2020,MEM,21,17568,811,24.952,22.74,-0.336,0.126,-0.22,56.035,19.891,15.834,12.708,4.61,15.556,10.186,1.541,1.979,,,,,,35.713,23.678,0.26
2020,MIA,21,17743,713,26.619,32.67,0.577,0.288,0.872,59.243,19.846,16.682,12.656,4.053,15.894,10.207,1.524,1.859,,,,,,42.497,30.076,-0.155
2020,MIL,17,17595,842,28.529,45.72,0.572,1.75,2.297,57.727,19.923,15.818,12.393,4.145,16.327,10.606,1.38,2.139,,,,,,46.512,24.116,0.459
2020,MIN,24,15556,688,24.542,14.57,-0.599,-0.333,-0.942,54.728,19.905,14.991,12.542,4.41,15.445,9.718,1.655,1.933,,,,,,43.311,28.409,0.338
2020,NOP,17,17431,749,24.882,23.41,0.168,-0.298,-0.139,56.572,19.906,15.933,13.502,4.842,15.575,10.181,1.434,1.713,,,,,,40.915,25.714,0.49
2020,NYK,17,15962,721,24.941,8.74,-1.041,-0.611,-1.671,53.56,19.908,13.724,11.924,5.159,15.662,10.257,1.537,1.863,,,,,,31.279,25.902,-0.209
2020,OKC,18,17429,767,24.556,29.43,0.056,0.519,0.561,56.769,19.886,13.995,11.993,3.863,15.347,9.791,1.528,1.737,,,,,,35.551,28.333,-0.244
2020,ORL,19,17569,754,26.0,23.87,-0.337,0.254,-0.067,54.232,19.875,15.431,11.278,4.448,15.82,9.946,1.668,2.031,,,,,,35.459,28.021,-0.306
2020,PHI,19,17594,775,25.895,31.04,0.24,0.458,0.708,56.399,19.87,15.903,12.101,4.794,16.057,10.415,1.597,1.894,,,,,,37.264,24.415,-0.234
2020,PHO,19,17594,750,24.158,26.25,0.273,-0.113,0.166,57.485,19.915,16.639,12.397,4.429,15.759,10.033,1.512,1.447,,,,,,37.65,26.254,0.261
2020,POR,19,17836,724,25.526,23.34,0.692,-0.869,-0.19,56.61,19.916,12.781,11.385,4.471,15.073,9.831,1.233,2.177,,,,,,37.059,23.945,-0.1
2020,SAC,23,17456,750,26.174,21.46,-0.125,-0.233,-0.348,56.537,19.861,14.805,12.434,4.366,15.672,9.894,1.537,1.601,,,,,,38.761,23.232,-0.112
2020,SAS,18,17215,786,26.333,23.42,0.38,-0.474,-0.083,57.102,19.934,14.797,11.003,4.004,15.852,9.918,1.427,2.001,,,,,,32.197,26.11,-0.218
2020,TOR,18,17381,754,25.444,37.7,0.364,1.141,1.487,57.278,19.871,15.64,12.647,4.261,15.332,9.928,1.749,2.013,,,,,,42.686,25.733,0.086
2020,UTA,20,17353,757,25.9,30.18,0.359,0.316,0.684,58.997,19.894,14.09,13.758,4.308,15.794,10.259,1.234,1.392,,,,,,41.19,28.245,-0.201
2020,WAS,23,17355,761,25.261,12.6,-0.083,-1.263,-1.342,56.186,19.885,15.476,11.937,4.437,15.038,9.523,1.545,1.556,,,,,,35.092,27.391,0.274
